sample_id,climate_scenario,length,width,wall_height,roof_angle,orientation_deg,insulation_thickness_mm,window_ratio,pcm_thickness_mm,wall_material,roof_material,floor_material,insulation_material,glazing_type,pcm_present,T_amb_mean,T_amb_min,T_amb_max,solar_radiation_mean,wind_speed_mean,indoor_temp_mean,indoor_temp_min,indoor_temp_max,indoor_temp_swing,comfort_hours,total_heat_loss_kWh,total_solar_gain_kWh,ventilation_loss_kWh,heating_energy_required_kWh,fidelity_tier,simulation_time_sec,ansys_validation_candidate
winter_112,winter,4.262031444052142,4.097979118983545,3.035528346748892,43.72169815479503,159.9189500152519,33.37028008007273,0.392947298030179,0.0,cseb,cseb,concrete,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,73.38246300747684,16.447119262339836,10.615540632443569,67.55088437758059,tier1_rc_physics,0.0002837181091308594,False
winter_113,winter,7.500677794206073,4.703474807992473,2.834852804921276,7.183396188895558,162.44853822567023,2.3526130252127286,0.22994106252195823,0.0,brick,timber,cseb,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,165.4149823493761,18.810980009050233,14.519916221230625,161.12391856155645,tier1_rc_physics,0.0003027915954589844,False
winter_114,winter,3.6349726357738925,5.910154313917492,2.728743077706547,36.907050130084805,70.75690671569828,132.4311032320361,0.30864478905244463,0.0,concrete,cseb,concrete,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.069731760451976,18.0,18.483629518243887,0.48362951824388745,24,49.10401353130102,16.0251338229442,10.093987977545492,43.17286768590231,tier1_rc_physics,0.00026869773864746094,False
winter_115,winter,6.298383701854908,4.221542030421979,2.829994056557332,4.86864533965467,145.70081320597964,5.373372262799901,0.2691463026375207,0.0,sandwich_panel,cseb,concrete,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,74.5484464329823,14.251887635053691,11.920635062875892,72.2171938608045,tier1_rc_physics,0.0002694129943847656,True
winter_116,winter,4.873596202332313,5.832648705724804,2.6190505242607234,18.694312104436758,165.35708702134409,16.119992514127983,0.12259892151437969,0.0,timber,concrete,cseb,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,85.01793858235317,10.001745960268973,8.110123920623542,83.12631654270771,tier1_rc_physics,0.00027823448181152344,False
winter_117,winter,4.234307685721031,5.4887934466255635,2.2481168043094977,15.434940653152527,99.44127611330921,133.57676073196603,0.18162392591559623,20.26440534478167,brick,brick,brick,eps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.000760043411926,18.0,18.01095269553365,0.010952695533649859,24,34.91256066227232,9.103806796153915,6.733345433059649,32.54209929917805,tier1_rc_physics,0.000270843505859375,False
winter_118,winter,6.592502345000931,3.147547410269768,2.6215889374608774,31.822299802589672,132.07525491608666,31.33033892713172,0.2558806745399975,15.458598932689057,timber,sandwich_panel,cseb,eps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,72.60772736678051,14.189719046309909,8.374206972499717,66.7922152929703,tier1_rc_physics,0.0002689361572265625,False
winter_119,winter,5.679253391640831,4.768387459371481,2.325926584286501,17.416801675709163,86.5335847720034,111.74116923935614,0.11126095743190281,0.0,concrete,sandwich_panel,cseb,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,44.56566767284342,9.381340503425024,6.620469266837584,41.80479643625595,tier1_rc_physics,0.0002574920654296875,False
winter_120,winter,4.557723866440382,3.9556543691530233,3.278429062390801,33.131150422069716,58.22865017049259,67.25898462020683,0.3743879268876107,26.80607052038165,concrete,timber,cseb,eps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.322134147250573,18.0,19.434768001787557,1.4347680017875568,24,104.0635618330035,34.5104279540171,11.596067218632685,77.99682204244309,tier1_rc_physics,0.00027108192443847656,True
winter_121,winter,6.874093057466002,5.247922827466485,2.3895695333734515,41.095491813185824,26.928628013555876,85.5415757961854,0.3004582115099373,43.2319784646809,brick,sandwich_panel,brick,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.10047077375546,18.0,20.317859124911504,2.3178591249115037,24,66.60202330619158,39.25095615808524,15.140410896809456,25.40527272808676,tier1_rc_physics,0.00025534629821777344,False
winter_122,winter,4.808916431133512,3.345995487547547,2.8086951602708337,9.7219141583077,3.0068376608882543,116.59084606564808,0.14830144959514657,0.0,concrete,sandwich_panel,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.906976785712928,18.0,20.926142320963052,2.926142320963052,24,29.52535834302487,19.716398156455078,5.487600036331651,15.29656022290145,tier1_rc_physics,0.0002307891845703125,False
winter_123,winter,6.6141187146312275,3.3007933414172643,2.233187322708013,4.04248399654546,113.19455779391363,87.10277148475207,0.22544017313084708,0.0,sandwich_panel,brick,cseb,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,37.380156961121415,9.440189594168025,7.004212439344855,34.944179806298244,tier1_rc_physics,0.0002446174621582031,False
winter_124,winter,7.10343941026896,5.667880453889195,2.438663605630263,13.284301559561944,48.2165918104415,147.49884561370664,0.05700773675185363,0.0,cseb,brick,brick,eps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.000237330193574,18.0,18.005695924645778,0.00569592464577795,24,46.14922244595042,12.182430462507387,8.521115978601651,42.487907962044616,tier1_rc_physics,0.0002460479736328125,False
winter_125,winter,3.3989656148909972,3.1754173795846348,2.6457742030855447,37.17715099347636,15.220630312181875,121.30353630421489,0.36042450547481925,0.0,brick,cseb,cseb,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,21.597263351940246,18.0,28.854384029103848,10.854384029103848,21,40.1827652860206,29.62706200923278,6.098376892413256,16.654080169201084,tier1_rc_physics,0.0002276897430419922,False
winter_126,winter,5.571230331193602,3.015389005698451,2.8861402110284398,20.910045696492602,163.51632961634462,135.52496945268777,0.29226683408345255,11.303794083125121,cseb,brick,cseb,mineral_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,72.47139607590128,15.422696103079268,8.059680062013927,65.10838003483593,tier1_rc_physics,0.0002453327178955078,False
winter_127,winter,4.8886984323186695,4.001539924386921,2.680825567126927,42.8325550967366,153.6645073861876,94.62519069053856,0.3066762243307528,0.0,brick,brick,cseb,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.00781580762469,18.0,18.105334137329134,0.10533413732913388,24,50.990065333527994,13.341531063096834,8.975239244604946,46.62377351503612,tier1_rc_physics,0.00023412704467773438,False
winter_128,winter,3.5223334046866475,4.606975197188621,2.876227345734781,35.04504967671652,9.756893572388023,13.798429897940458,0.3643445445815932,0.0,cseb,brick,concrete,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.269333873042683,18.0,23.803670014532205,5.803670014532205,24,119.49449531350068,49.48649415467454,9.297667782892615,79.30566894171874,tier1_rc_physics,0.00026154518127441406,False
winter_129,winter,5.808184430804143,3.6409291367309047,2.956516362385646,12.952939230278501,65.79458254001997,124.79592166588449,0.09148660820706087,3.479032163614619,brick,cseb,cseb,xps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.015907737861088,18.0,18.147264931718748,0.14726493171874822,24,39.93278696143563,11.110429348295279,6.1574872978530335,34.97984491099337,tier1_rc_physics,0.000263214111328125,False
winter_130,winter,6.748471272015683,5.693325100768532,2.444159423133847,41.30056354286848,52.78814013279438,47.33672657866411,0.09526922184486428,0.0,timber,brick,brick,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,62.54722839125359,12.686386916835533,9.363202921224618,59.22404439564269,tier1_rc_physics,0.00023698806762695312,False
winter_131,winter,3.135656159976731,4.437533196227738,2.344439320311659,20.38059557948126,155.834908484639,65.4306727518833,0.2970025591056343,43.72087724210846,cseb,concrete,brick,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.003231656365994,18.0,18.04557563530267,0.045575635302668616,24,38.82216330949792,9.525435185980141,5.475491783058831,34.77221990657661,tier1_rc_physics,0.00023174285888671875,False
winter_132,winter,5.168161218163579,4.747974775920758,2.6093176575152137,29.74479133481348,122.42824651890867,135.19496975855643,0.3763690419138014,0.0,concrete,sandwich_panel,brick,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,92.3992696672906,19.87427435529696,12.461702928989205,84.98669824098288,tier1_rc_physics,0.0003333091735839844,False
winter_133,winter,4.344658480638699,4.310238716093083,2.4712680700809577,36.64718584188584,28.786063450591943,105.29996927693264,0.06997904111779041,2.7316287592611257,cseb,concrete,brick,xps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.130839329986063,18.0,18.704124504610093,0.7041245046100926,24,25.19650650108083,9.721009019069587,4.238740932466109,19.71423841447738,tier1_rc_physics,0.0002491474151611328,False
winter_134,winter,6.175934285226734,3.4206406250056425,2.737966067703362,42.55166764892656,43.473270958775196,35.25508787195377,0.20909576374986605,24.77764812217354,cseb,cseb,cseb,xps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.323132011680286,18.0,19.373207252902798,1.373207252902798,24,59.378656118258334,21.967547473344872,8.082612231903102,43.23375253274805,tier1_rc_physics,0.0005536079406738281,False
winter_135,winter,7.429263249987235,5.340873281647445,3.38332987716884,26.723501567135703,136.21307734154126,2.6275042371101556,0.36994122156667764,38.706234984672896,cseb,sandwich_panel,concrete,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,211.45076235629287,31.840995773128252,25.836743482204668,205.44651006536924,tier1_rc_physics,0.0005781650543212891,False
winter_136,winter,4.908656539484295,3.1354354780548572,2.532625686136688,35.903277120846106,74.2264079183386,52.371095795148825,0.21498304506355465,0.0,timber,cseb,cseb,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,55.209500734102576,10.077166588109286,5.462195159824582,50.59452930581786,tier1_rc_physics,0.00036072731018066406,False
winter_137,winter,4.0296857231867556,4.811839439832472,3.387937530349724,36.87484507204834,159.59549578032002,39.33193501573531,0.06890290402503912,0.0,timber,brick,brick,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,50.47327713092722,8.282852368694833,5.965111000578936,48.15553576281134,tier1_rc_physics,0.00046443939208984375,False
winter_138,winter,4.0810278488314,5.882256640988169,2.901498615274993,30.691490611476517,160.20083429099284,92.90370458838456,0.16765370915365946,0.0,timber,concrete,cseb,eps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,61.95004182736134,12.256290967862729,8.647293220692918,58.34104408019151,tier1_rc_physics,0.00043511390686035156,True
winter_139,winter,5.4063388579005025,4.8206709921758675,2.8717497750360232,34.78955390451129,178.11720148959125,28.604631013052003,0.341350929155684,0.0,cseb,brick,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,86.2639822774177,17.271784648506582,13.68174766624,82.67394529515113,tier1_rc_physics,0.0004153251647949219,False
winter_140,winter,3.0389424457128484,4.298881551976193,3.2537257064319958,9.873546542998788,178.5459027631922,78.72390753572033,0.1695824394927397,40.385639514064145,cseb,timber,brick,mineral_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.01259708776472,18.0,18.126572602069302,0.12657260206930232,24,34.61329082657846,9.269995157198494,5.307266586676238,30.650562256056173,tier1_rc_physics,0.00041484832763671875,False
winter_141,winter,3.7224552210855126,5.71007957994472,3.2140025050600283,17.622531089604653,135.5428805478235,104.13607835051566,0.08269389190874732,0.0,timber,concrete,cseb,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.001367877708393,18.0,18.01730806280268,0.01730806280268027,24,30.647094969808357,8.223645341160312,6.521700251991562,28.945149880639622,tier1_rc_physics,0.0004489421844482422,False
winter_142,winter,5.208979851902707,5.925752230751845,2.9364438503302535,41.89916033531649,96.98799738295894,145.10626806268425,0.21819585991217105,0.0,cseb,timber,brick,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.003916385666795,18.0,18.057360348825902,0.05736034882590246,24,51.85671763534684,14.544068266929958,12.80158299641621,50.11423236483311,tier1_rc_physics,0.00039696693420410156,False
winter_143,winter,5.109722233366002,5.446784543177591,3.2280884432881094,32.27979158492359,161.70524553216518,4.053484490231848,0.2679987731879084,0.0,cseb,cseb,cseb,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,137.97055995969038,17.13259586307781,14.198189473482433,135.03615357009505,tier1_rc_physics,0.0002522468566894531,False
winter_144,winter,5.931731746117135,5.908464744779454,2.6310200266091464,31.48987222797189,0.5683157391599338,21.99974062791715,0.0938242972303567,0.0,timber,cseb,concrete,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.015869056007244,18.0,18.170058953078293,0.17005895307829277,24,82.06114687951934,21.139896706051623,9.154179362917377,70.0754295363851,tier1_rc_physics,0.000240325927734375,False
winter_145,winter,4.1827526941620015,5.7834774239353415,2.4087664482911966,44.37479987271332,68.31188175910715,40.56959951318973,0.11203968795505824,36.57684303895597,concrete,concrete,brick,eps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,66.7871608166804,10.334150491241163,6.139897196511247,62.592907521950465,tier1_rc_physics,0.0002684593200683594,False
winter_146,winter,5.8530133353451,3.879072439225755,2.8136239134222656,31.089330366584043,73.64552882440563,73.62383554278323,0.35741179162821074,37.04162233534196,sandwich_panel,sandwich_panel,cseb,eps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,91.10239707721058,19.062527608206928,12.024165374813496,84.06403484381715,tier1_rc_physics,0.00025534629821777344,False
winter_147,winter,7.408922006035711,5.646320956597782,3.1913835133952593,37.918743098784745,51.74910551365716,128.440544825983,0.15373302059153726,0.0,concrete,cseb,concrete,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.077572764583703,18.0,18.51630880953066,0.5163088095306598,24,91.79839026160599,29.991201811317616,15.991236759350103,77.79842520963837,tier1_rc_physics,0.00026345252990722656,False
winter_148,winter,5.947077558142435,3.161768923771931,2.8656064712982783,25.50144173139593,116.91767324532563,91.17323008715317,0.23730981557493186,46.101180303883815,sandwich_panel,brick,brick,rock_wool,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.051407553342454,18.0,18.496403211878686,0.4964032118786861,24,40.57883963011577,11.499938141098916,7.97152604397928,37.050427532996146,tier1_rc_physics,0.0002646446228027344,False
winter_149,winter,4.852081930015765,3.310244043541716,3.3965509445119784,10.47115489814473,111.46752124727463,96.17196306045247,0.34716273582142215,23.544212478203235,sandwich_panel,timber,concrete,eps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.295294262510712,18.0,19.391834908545004,1.391834908545004,24,49.70163968170822,15.862929703724975,10.186014878947713,40.854797871014824,tier1_rc_physics,0.00026607513427734375,False
winter_150,winter,3.2905596558198393,5.964490912315096,2.4347429633256987,25.093420084238595,147.58405334100163,75.97527043142699,0.34796484847213466,0.0,cseb,concrete,brick,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,83.42643317871486,15.875673536100443,8.842077316541507,76.3928369591559,tier1_rc_physics,0.00026702880859375,False
winter_151,winter,5.262330255744284,3.545813439126852,3.137049055285491,28.22600827730131,23.663266159265973,119.80731525957145,0.28068418711158905,0.0,sandwich_panel,cseb,concrete,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,21.919403619293877,18.0,31.4796099039406,13.479609903940599,20,51.44345488478553,35.17411732801424,10.831215674452272,27.100553231223547,tier1_rc_physics,0.0002906322479248047,False
winter_152,winter,5.461420839690594,5.504359048629528,3.436401173009125,35.54008811836209,106.19935952098635,1.8938614305796286,0.0886230699193281,17.892284872795237,timber,concrete,cseb,mineral_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,145.68705897801235,11.529447794076653,10.068218633472062,144.2258298174078,tier1_rc_physics,0.0003094673156738281,False
winter_153,winter,3.947133994134383,3.7710973603817637,3.393963524258755,24.0785862364982,1.238674833694407,105.97025665390832,0.26674895867959986,21.735704779140878,brick,timber,brick,xps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.52234231443956,18.0,22.27610095552424,4.276100955524239,24,72.91851688731228,42.816729240703275,8.39533948147777,34.45457140058832,tier1_rc_physics,0.00029921531677246094,False
winter_154,winter,5.780075224840299,4.08320472990791,2.9400722667462076,17.835126454410176,130.6758089042155,122.78863298286397,0.34962783865096475,0.0,cseb,sandwich_panel,cseb,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.040658810859068,18.0,18.328169383513856,0.32816938351385616,24,57.89570408249581,17.333023125802093,12.897243350531774,53.45992430722551,tier1_rc_physics,0.00031828880310058594,False
winter_155,winter,3.7523286352296843,5.386796027964027,2.523436712358421,39.891709438574814,20.18557822589877,130.3675964113392,0.22778776742143458,0.0,cseb,sandwich_panel,cseb,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.106377243978972,18.0,22.331682660643356,4.331682660643356,24,60.403001190554484,30.796156410710726,7.659274587700151,37.266119367543936,tier1_rc_physics,0.00029659271240234375,False
winter_156,winter,6.701860575782286,5.370703333790805,2.9622340654189006,43.48388955655671,153.5308041371334,123.19021537184484,0.23419103620842208,0.0,sandwich_panel,concrete,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,60.83559029188253,15.621961846469821,15.632632434190022,60.84626087960275,tier1_rc_physics,0.00030159950256347656,False
winter_157,winter,4.5374288080843685,4.53180191141762,3.4587204043834943,11.850498418272126,166.1734949382335,122.29936751790694,0.08578874055290608,18.67522575021456,timber,cseb,brick,rock_wool,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,41.94601334417326,9.464587104763734,6.863516024592391,39.34494226400195,tier1_rc_physics,0.0003006458282470703,False
winter_158,winter,6.107052317358373,3.391938090345553,2.82326185482748,18.153204878414936,21.30081627187421,42.25316396186468,0.39886730115003,35.43654460646381,concrete,sandwich_panel,cseb,eps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.49806121752871,18.0,21.419810472865137,3.4198104728651373,24,70.04023702671508,48.62926833834836,12.4595425895926,25.878969592624014,tier1_rc_physics,0.0002994537353515625,False
winter_159,winter,5.91004124959075,5.424152472971951,3.447445105354293,39.40183715603822,89.28407500653292,53.44835826044648,0.2846561646259472,0.0,concrete,brick,brick,rock_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,94.33816214877936,21.372497163664974,18.08667942036259,91.05234440547697,tier1_rc_physics,0.0003075599670410156,False
winter_160,winter,6.027355453474535,4.445913306226332,2.9087967509840214,15.055027622678294,127.2439383651066,108.03361019017152,0.13237659269054758,0.0,brick,brick,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,42.61265859863377,10.968789388978282,8.748567377148339,40.39243658680381,tier1_rc_physics,0.0003235340118408203,True
winter_161,winter,3.8424825583302455,4.284320657695715,2.2759987890503846,37.25118698852749,144.26736058597214,89.83964222665296,0.13359664739327692,0.0,sandwich_panel,cseb,brick,xps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,23.50709297783637,5.850819074598856,4.2207819432980065,21.877055846535523,tier1_rc_physics,0.00031566619873046875,False
winter_162,winter,3.38175600386251,3.6783393736758603,3.1025331735240367,5.341635493271688,20.871276616463913,93.71866379471257,0.1961185372004477,33.6237629396091,timber,brick,cseb,xps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.186109475001317,18.0,20.739881268004897,2.739881268004897,24,30.6139887767562,21.17755839659678,5.380952781534251,12.638933221591655,tier1_rc_physics,0.0003097057342529297,False
winter_163,winter,6.236220168634604,5.0007249514037495,2.994744623707347,18.349657851151264,141.56845440580616,72.52724005448904,0.2607087678100243,0.0,cseb,sandwich_panel,cseb,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,95.96683858005474,19.37518988008504,14.52934439818734,91.12099309815704,tier1_rc_physics,0.00030922889709472656,False
winter_164,winter,7.7403503745874955,4.559953812011567,3.2354996513362653,29.897937179149512,81.26239919170084,69.98673378139696,0.15179929671190723,0.0,timber,sandwich_panel,brick,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,80.20754602531206,15.930800840243599,13.566340932368519,77.843086117437,tier1_rc_physics,0.0003325939178466797,False
winter_165,winter,4.391726375292678,4.105342425596428,2.35597628319505,27.93200254312596,170.80157035995234,23.56061819010873,0.18723142931451564,0.0,sandwich_panel,brick,cseb,xps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,52.197957059154376,8.79010761766844,5.55432788652384,48.962177328009766,tier1_rc_physics,0.00030303001403808594,False
winter_166,winter,4.995494303530011,5.58839411687415,2.5043087324186812,34.125511428173056,64.47810724574865,141.01729202325913,0.3802091567690742,0.0,sandwich_panel,cseb,brick,eps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.11515152355291,18.0,19.034379850679887,1.034379850679887,24,97.71827197079133,26.69156801217856,13.753894142710097,84.7805981013229,tier1_rc_physics,0.0002942085266113281,False
winter_167,winter,3.9302065117872496,4.354057273056984,2.850528027826493,2.193830409532659,96.53933630043865,61.59451854888004,0.32710460919007744,8.572601219940138,concrete,timber,brick,xps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,79.4147166235007,16.461959547715658,8.68234376024568,71.63510083603072,tier1_rc_physics,0.00031375885009765625,True
winter_168,winter,6.333630928394703,3.353927885695059,2.826491755995447,1.2945023448229203,171.3494284244076,9.440800458410667,0.1972394576818462,0.0,concrete,brick,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,104.58899869609374,12.27574876945713,8.054005385053511,100.36725531169013,tier1_rc_physics,0.0003066062927246094,False
winter_169,winter,7.328593381090443,4.896962033815901,2.4865445515558826,4.796404446670807,85.48772553373966,48.76816214265925,0.33386151876882514,23.13943471664176,sandwich_panel,cseb,concrete,eps_foam,double_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,71.40051457296025,16.909444388920505,16.087092709658364,70.57816289369806,tier1_rc_physics,0.0002961158752441406,False
winter_170,winter,3.8888611543200806,5.8062326599212515,2.9729855692945986,23.243985748519084,69.32296368168929,129.23887455300883,0.09291661919666919,0.0,cseb,concrete,concrete,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.001866496744526,18.0,18.026539959992597,0.026539959992597062,24,34.615003849730854,9.262529392642373,6.6403041879249205,31.992778645013402,tier1_rc_physics,0.0002942085266113281,False
winter_171,winter,7.963525428283128,5.936558589219366,3.0619138226863454,6.157902030640559,95.1570035631025,54.095515198746625,0.11536318002303969,0.0,timber,sandwich_panel,brick,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,81.20554806462006,14.721321376241049,15.415209032355937,81.89943572073487,tier1_rc_physics,0.00028395652770996094,False
winter_172,winter,7.872472175534417,3.201285909132588,3.037918317452811,14.63564608179639,155.14135418541724,116.48205055699633,0.1380429657901625,0.0,timber,sandwich_panel,brick,mineral_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,58.06307884634304,12.775377618680544,8.739547202150977,54.02724842981346,tier1_rc_physics,0.0002818107604980469,False
winter_173,winter,4.4673548745671345,4.679596007711578,2.9769415463176054,28.45473526999546,98.4582065079563,131.47744262714536,0.2740748135476538,0.0,sandwich_panel,cseb,cseb,eps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,73.40653172255745,15.528503512999213,9.962798438609324,67.84082664816754,tier1_rc_physics,0.0002894401550292969,False
winter_174,winter,4.498041593629123,4.179401756626827,2.7163829334545833,15.576636349353814,19.47906110821448,66.04212757106065,0.08433797720085913,0.0,sandwich_panel,cseb,brick,mineral_wool,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.67915135530279,18.0,21.29565349092929,3.29565349092929,24,27.210297827466935,11.833343393471429,5.02200400202157,20.398958436017086,tier1_rc_physics,0.0002799034118652344,False
winter_175,winter,4.9592497324191,3.8893688282929615,2.3648020732740997,29.203401872237833,22.086381904996287,54.8569763490798,0.30087489793929334,0.0,timber,brick,cseb,eps_foam,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.57650691968914,18.0,24.619566552672836,6.619566552672836,24,74.7357274155769,34.953657695461835,8.149169687824056,47.9312394079391,tier1_rc_physics,0.00027370452880859375,False
winter_176,winter,7.53554494932498,3.9029215610559858,2.244069916890311,21.303615368944815,146.49470720668987,60.528308824361076,0.32635190886707727,30.700701905805506,sandwich_panel,timber,brick,xps_foam,single_pane,1,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,86.88701326722062,16.665188056035916,11.730659072746333,81.95248428393103,tier1_rc_physics,0.0002887248992919922,False
winter_177,winter,7.757572071765315,4.874565044049201,3.3487713398359444,29.404229427202992,69.77709700617409,55.75853080526411,0.2758008621657812,0.0,brick,cseb,cseb,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,143.60603563210688,28.790483237957577,20.345939409679243,135.16149180382854,tier1_rc_physics,0.00028014183044433594,False
winter_178,winter,4.677306682840456,4.686084931583156,3.430277735980578,3.2883845872109347,112.3320780936766,15.276963553539886,0.12008086809669795,0.0,sandwich_panel,cseb,concrete,rock_wool,single_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,18.0,18.0,18.0,0.0,24,62.96747961736083,10.845162390802049,8.126440170613042,60.24875739717182,tier1_rc_physics,0.00031948089599609375,True
winter_179,winter,5.14941373363026,3.498424766586825,3.083108114230277,34.20363959634155,14.868777464309021,6.742122161855974,0.3965744602464198,0.0,cseb,timber,concrete,eps_foam,double_pane,0,-10.0,-18.0,-2.0,144.69013887796973,3.5,19.877577712883255,18.0,25.225426758139275,7.225426758139275,24,93.65811632848862,49.207061506902356,11.939233049385702,56.390287870971946,tier1_rc_physics,0.0003523826599121094,False
